subgroup,Race,Sex,Age,diseases,count,crude_SE,population,Age_label,Sex_label,Race_label
47,3,2,6,TSTK_medBMI,1716,0,987985.7216,75+,Male,HIS
48,4,2,6,TSTK_medBMI,1170,0,1080609.383,75+,Male,OTH
1,1,1,1,TSTK_medSBP,128,0,4445935.747,25-34,Female,NHW
2,2,1,1,TSTK_medSBP,51,0,3828444.671,25-34,Female,NHB
3,3,1,1,TSTK_medSBP,39,0,3056580.826,25-34,Female,HIS
4,4,1,1,TSTK_medSBP,20,0,3674071.902,25-34,Female,OTH
5,1,2,1,TSTK_medSBP,150,0,4415061.193,25-34,Male,NHW
6,2,2,1,TSTK_medSBP,70,0,2871333.503,25-34,Male,NHB
7,3,2,1,TSTK_medSBP,59,0,3087455.38,25-34,Male,HIS
8,4,2,1,TSTK_medSBP,18,0,3457950.026,25-34,Male,OTH
9,1,1,2,TSTK_medSBP,403,0,4476810.301,35-44,Female,NHW
10,2,1,2,TSTK_medSBP,209,0,3427075.472,35-44,Female,NHB
11,3,1,2,TSTK_medSBP,97,0,4260688.424,35-44,Female,HIS
12,4,1,2,TSTK_medSBP,59,0,3056580.826,35-44,Female,OTH
13,1,2,2,TSTK_medSBP,455,0,3612322.795,35-44,Male,NHW
14,2,2,2,TSTK_medSBP,255,0,2747835.288,35-44,Male,NHB
15,3,2,2,TSTK_medSBP,191,0,3087455.38,35-44,Male,HIS
16,4,2,2,TSTK_medSBP,61,0,2840458.95,35-44,Male,OTH
17,1,1,3,TSTK_medSBP,1401,0,4075441.102,45-54,Female,NHW
18,2,1,3,TSTK_medSBP,757,0,3334451.81,45-54,Female,NHB
19,3,1,3,TSTK_medSBP,258,0,3457950.026,45-54,Female,HIS
20,4,1,3,TSTK_medSBP,139,0,3396200.918,45-54,Female,OTH
21,1,2,3,TSTK_medSBP,1620,0,3859319.225,45-54,Male,NHW
22,2,2,3,TSTK_medSBP,890,0,3210953.595,45-54,Male,NHB
23,3,2,3,TSTK_medSBP,400,0,2963957.165,45-54,Male,HIS
24,4,2,3,TSTK_medSBP,191,0,3550573.687,45-54,Male,OTH
25,1,1,4,TSTK_medSBP,2864,0,5248674.146,55-64,Female,NHW
26,2,1,4,TSTK_medSBP,1169,0,5372172.361,55-64,Female,NHB
27,3,1,4,TSTK_medSBP,375,0,4939928.608,55-64,Female,HIS
28,4,1,4,TSTK_medSBP,253,0,4075441.102,55-64,Female,OTH
29,1,2,4,TSTK_medSBP,3983,0,5742667.007,55-64,Male,NHW
30,2,2,4,TSTK_medSBP,1522,0,4723806.731,55-64,Male,NHB
31,3,2,4,TSTK_medSBP,582,0,4569433.962,55-64,Male,HIS
32,4,2,4,TSTK_medSBP,325,0,3334451.81,55-64,Male,OTH
33,1,1,5,TSTK_medSBP,6132,0,4939928.608,65-74,Female,NHW
34,2,1,5,TSTK_medSBP,1438,0,3087455.38,65-74,Female,NHB
35,3,1,5,TSTK_medSBP,610,0,3056580.826,65-74,Female,HIS
36,4,1,5,TSTK_medSBP,397,0,2037720.551,65-74,Female,OTH
37,1,2,5,TSTK_medSBP,6910,0,5804416.114,65-74,Male,NHW
38,2,2,5,TSTK_medSBP,1598,0,3581448.241,65-74,Male,NHB
39,3,2,5,TSTK_medSBP,634,0,2747835.288,65-74,Male,HIS
40,4,2,5,TSTK_medSBP,461,0,2068595.105,65-74,Male,OTH
41,1,1,6,TSTK_medSBP,49459,0,6792401.836,75+,Female,NHW
42,2,1,6,TSTK_medSBP,5071,0,2253842.427,75+,Female,NHB
43,3,1,6,TSTK_medSBP,2716,0,1204107.598,75+,Female,HIS
44,4,1,6,TSTK_medSBP,1796,0,1296731.26,75+,Female,OTH
45,1,2,6,TSTK_medSBP,26605,0,7162896.482,75+,Male,NHW
46,2,2,6,TSTK_medSBP,2587,0,1914222.336,75+,Male,NHB
47,3,2,6,TSTK_medSBP,1716,0,987985.7216,75+,Male,HIS
48,4,2,6,TSTK_medSBP,1170,0,1080609.383,75+,Male,OTH
1,1,1,1,UC,998.5,0,4445935.747,25-34,Female,NHW
2,2,1,1,UC,198,0,3828444.671,25-34,Female,NHB
3,3,1,1,UC,394,0,3056580.826,25-34,Female,HIS
4,4,1,1,UC,148.5,0,3674071.902,25-34,Female,OTH
5,1,2,1,UC,0,0,4415061.193,25-34,Male,NHW
6,2,2,1,UC,0,0,2871333.503,25-34,Male,NHB
7,3,2,1,UC,0,0,3087455.38,25-34,Male,HIS
8,4,2,1,UC,0,0,3457950.026,25-34,Male,OTH
9,1,1,2,UC,998.5,0,4476810.301,35-44,Female,NHW
10,2,1,2,UC,198,0,3427075.472,35-44,Female,NHB
11,3,1,2,UC,394,0,4260688.424,35-44,Female,HIS
12,4,1,2,UC,148.5,0,3056580.826,35-44,Female,OTH
13,1,2,2,UC,0,0,3612322.795,35-44,Male,NHW
14,2,2,2,UC,0,0,2747835.288,35-44,Male,NHB
15,3,2,2,UC,0,0,3087455.38,35-44,Male,HIS
16,4,2,2,UC,0,0,2840458.95,35-44,Male,OTH
17,1,1,3,UC,5486,0,4075441.102,45-54,Female,NHW
18,2,1,3,UC,736,0,3334451.81,45-54,Female,NHB
19,3,1,3,UC,1092,0,3457950.026,45-54,Female,HIS
20,4,1,3,UC,548,0,3396200.918,45-54,Female,OTH
21,1,2,3,UC,0,0,3859319.225,45-54,Male,NHW
22,2,2,3,UC,0,0,3210953.595,45-54,Male,NHB
23,3,2,3,UC,0,0,2963957.165,45-54,Male,HIS
24,4,2,3,UC,0,0,3550573.687,45-54,Male,OTH
25,1,1,4,UC,13600,0,5248674.146,55-64,Female,NHW
26,2,1,4,UC,2132,0,5372172.361,55-64,Female,NHB
27,3,1,4,UC,1564,0,4939928.608,55-64,Female,HIS
28,4,1,4,UC,766,0,4075441.102,55-64,Female,OTH
29,1,2,4,UC,0,0,5742667.007,55-64,Male,NHW
30,2,2,4,UC,0,0,4723806.731,55-64,Male,NHB
31,3,2,4,UC,0,0,4569433.962,55-64,Male,HIS
32,4,2,4,UC,0,0,3334451.81,55-64,Male,OTH
33,1,1,5,UC,8967.5,0,4939928.608,65-74,Female,NHW
34,2,1,5,UC,1286.5,0,3087455.38,65-74,Female,NHB
35,3,1,5,UC,725,0,3056580.826,65-74,Female,HIS
36,4,1,5,UC,349,0,2037720.551,65-74,Female,OTH
37,1,2,5,UC,0,0,5804416.114,65-74,Male,NHW
38,2,2,5,UC,0,0,3581448.241,65-74,Male,NHB
39,3,2,5,UC,0,0,2747835.288,65-74,Male,HIS
40,4,2,5,UC,0,0,2068595.105,65-74,Male,OTH
41,1,1,6,UC,8967.5,0,6792401.836,75+,Female,NHW
42,2,1,6,UC,1286.5,0,2253842.427,75+,Female,NHB
43,3,1,6,UC,725,0,1204107.598,75+,Female,HIS
44,4,1,6,UC,349,0,1296731.26,75+,Female,OTH
45,1,2,6,UC,0,0,7162896.482,75+,Male,NHW
46,2,2,6,UC,0,0,1914222.336,75+,Male,NHB
47,3,2,6,UC,0,0,987985.7216,75+,Male,HIS
48,4,2,6,UC,0,0,1080609.383,75+,Male,OTH
