subgroup,food,N,mean,SE,StdDev,food_label,food_desc,pro_gro
5,dairy_cow,354,1.58,0.06,0.62,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.6136896546079064
5,dairy_soy,354,0.05,0.03,0.22,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
5,dairy_tot,354,1.59,0.06,0.62,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.6155698953143811
5,fruit_exc_juice,354,0.67,0.06,0.55,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8319770966445331
5,fruit_juice,354,0.26,0.03,0.37,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7758048821223531
5,fruit_tot,354,0.91,0.07,0.68,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.817441385504429
5,gr_refined,354,5.68,0.14,1.66,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5049298647737818
5,gr_whole,354,0.86,0.06,0.58,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8813384284816609
5,leg_tot,354,0.52,0.05,0.48,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.5698470648117894
5,oil,354,24.9,0.74,7.1,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.4877910715151163
5,pf_egg,354,0.62,0.06,0.58,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6356266847307536
5,pf_ns,354,0.58,0.1,0.64,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.6336946534271559
5,pf_pm,354,1.07,0.09,0.63,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6092147697498606
5,pf_poultry,354,1.62,0.12,0.81,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5037663826485792
5,pf_redm,354,1.24,0.09,0.58,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.552818520944321
5,pf_redm_tot,354,2.11,0.12,0.91,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.5497293484029391
5,pf_seafood,354,0.46,0.09,0.48,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.5558391633798324
5,sat_fat,354,25.72,0.45,4.42,Saturated fats,Total saturated fatty acids (gm),0.5398632062740463
5,sodium,354,3537.96,70.75,619.82,Sodium,Sodium (mg),0.5350693747939665
5,ssb,354,301.56,19.06,265.66,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.3673904549655757
5,veg_dg,354,0.15,0.02,0.17,Dark-green vegetables,Dark green vegetables (cup eq.),0.7722815695242333
5,veg_exc_sta,354,0.91,0.05,0.46,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6068633059188052
5,veg_oth,354,0.45,0.03,0.21,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5352647171716833
5,veg_ro,354,0.34,0.02,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6395410155946413
5,veg_sta,354,0.43,0.03,0.2,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.5281836797491682
6,added_sugar,240,17.01,1,8.5,Added sugars,Foods defined as added sugars (tsp. eq.),0.467564168633471
6,dairy_cow,240,1.25,0.07,0.53,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.5554158558798464
6,dairy_soy,240,0.08,0.04,0.37,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
6,dairy_tot,240,1.26,0.07,0.53,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.5585381336554504
6,fruit_exc_juice,240,0.67,0.08,0.55,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.7420664565208834
6,fruit_juice,240,0.29,0.04,0.41,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.5406966957444784
6,fruit_tot,240,0.79,0.11,0.6,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.6436901416552075
6,gr_refined,240,5.54,0.22,1.64,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.4864223632294618
6,gr_whole,240,0.87,0.08,0.59,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.658287518343285
6,leg_tot,240,0.41,0.08,0.39,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.46671395037196295
6,oil,240,26.26,1.29,7.31,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.38738766697494575
6,pf_egg,240,0.5,0.06,0.48,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.5516186131137157
6,pf_ns,240,0.63,0.09,0.69,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.6332055539064368
6,pf_pm,240,0.93,0.05,0.56,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6200375222873179
6,pf_poultry,240,1.81,0.09,0.9,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4586312792878672
6,pf_redm,240,1.55,0.1,0.71,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5338172545977924
6,pf_redm_tot,240,2.23,0.13,0.96,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.545651296834002
6,pf_seafood,240,0.57,0.07,0.59,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.6600129417425185
6,sat_fat,240,24.46,0.79,4.34,Saturated fats,Total saturated fatty acids (gm),0.4831011374974988
6,sodium,240,3320.54,75.82,584,Sodium,Sodium (mg),0.48584331430945865
6,ssb,240,330.27,19.75,289.18,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.4047650446778861
6,veg_dg,240,0.14,0.04,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.768327788636052
6,veg_exc_sta,240,0.7,0.05,0.38,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5231583681043421
6,veg_oth,240,0.34,0.03,0.17,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.44639302860425456
6,veg_ro,240,0.28,0.02,0.12,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.5135465816052656
6,veg_sta,240,0.44,0.04,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.3953424130804941
7,added_sugar,290,14.74,0.74,7.81,Added sugars,Foods defined as added sugars (tsp. eq.),0.488237610735099
7,dairy_cow,290,1.45,0.07,0.59,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.5666969781739641
7,dairy_soy,290,0.01,0.01,0.06,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),0.9875454596263318
7,dairy_tot,290,1.45,0.07,0.59,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.5670754746155944
7,fruit_exc_juice,290,0.73,0.07,0.59,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8376518750733509
7,fruit_juice,290,0.37,0.04,0.51,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7002795347721403
7,fruit_tot,290,1.05,0.07,0.75,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.7903243084500224
7,gr_refined,290,6.43,0.24,1.76,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5207883202415338
7,gr_whole,290,0.75,0.09,0.51,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8856466778154185
7,leg_tot,290,0.76,0.07,0.66,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.5708014732664572
7,oil,290,24.09,0.79,7.04,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.4621817114826928
7,pf_egg,290,0.79,0.07,0.71,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7161452508349019
7,pf_ns,290,0.58,0.08,0.64,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.7633331053630757
7,pf_pm,290,0.87,0.07,0.52,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.690227140296646
7,pf_poultry,290,1.7,0.11,0.84,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4990974516780854
7,pf_redm,290,1.69,0.09,0.78,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.47431712182841906
7,pf_redm_tot,290,2.47,0.13,1.05,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.524599687903884
7,pf_seafood,290,0.58,0.07,0.61,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.6023978793051075
7,sat_fat,290,24.22,0.53,4.37,Saturated fats,Total saturated fatty acids (gm),0.5039119361419656
7,sodium,290,3382.85,73.75,600.09,Sodium,Sodium (mg),0.497312610007467
7,ssb,290,320.14,17.93,280.86,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.426338453135862
7,veg_dg,290,0.09,0.01,0.1,Dark-green vegetables,Dark green vegetables (cup eq.),0.7517433252748501
7,veg_exc_sta,290,0.94,0.04,0.47,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.534751735935387
7,veg_oth,290,0.48,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5311142035399354
7,veg_ro,290,0.36,0.02,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.4898546602267688
7,veg_sta,290,0.34,0.02,0.17,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.453195633265386
8,added_sugar,235,12.96,0.87,7.19,Added sugars,Foods defined as added sugars (tsp. eq.),0.44963394034219073
8,dairy_cow,235,1.31,0.05,0.55,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.547597976207222
8,dairy_soy,235,0.03,0.02,0.14,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
8,dairy_tot,235,1.31,0.05,0.55,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.5502676505733816
8,fruit_exc_juice,235,0.78,0.07,0.62,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8764196620589275
8,fruit_juice,235,0.26,0.05,0.38,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7885244034107042
8,fruit_tot,235,0.97,0.07,0.72,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8550707096829754
8,gr_refined,235,5.99,0.22,1.71,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5081521400798745
8,gr_whole,235,0.99,0.12,0.66,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8728871543755186
8,leg_tot,235,0.56,0.06,0.5,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.5924911387773312
8,oil,235,25.67,0.89,7.28,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.4946533374873599
8,pf_egg,235,0.65,0.09,0.61,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.735191906209759
8,pf_ns,235,0.8,0.08,0.86,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.7918412382364466
8,pf_pm,235,0.93,0.09,0.56,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6139421878301218
8,pf_poultry,235,1.69,0.11,0.85,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5093359740411166
8,pf_redm,235,1.69,0.14,0.78,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.4713193431486779
8,pf_redm_tot,235,2.53,0.2,1.08,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.49052053626325687
8,pf_seafood,235,0.45,0.04,0.48,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.5417717747594981
8,sat_fat,235,23.41,0.75,4.3,Saturated fats,Total saturated fatty acids (gm),0.5165526812650943
8,sodium,235,3645.58,57.44,643.07,Sodium,Sodium (mg),0.5073340943080905
8,ssb,235,300.34,26.04,265.62,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.32482746708605204
8,veg_dg,235,0.16,0.02,0.18,Dark-green vegetables,Dark green vegetables (cup eq.),0.7059566424437578
8,veg_exc_sta,235,1.11,0.06,0.54,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5337923318412943
8,veg_oth,235,0.48,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.48569934960486305
8,veg_ro,235,0.36,0.03,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.50483822023943
8,veg_sta,235,0.34,0.02,0.17,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.5496413768290538
9,added_sugar,237,16.06,1.12,8.3,Added sugars,Foods defined as added sugars (tsp. eq.),0.6402327000714991
9,dairy_cow,237,1.48,0.06,0.6,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.7315365710417221
9,dairy_soy,237,0.05,0.02,0.21,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
9,dairy_tot,237,1.48,0.06,0.6,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.731811810389196
9,fruit_exc_juice,237,0.63,0.05,0.52,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8801897905807005
9,fruit_juice,237,0.14,0.02,0.21,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7999520091491739
9,fruit_tot,237,0.73,0.06,0.57,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8690629538053218
9,gr_refined,237,5.13,0.2,1.6,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6116272197817509
9,gr_whole,237,0.82,0.06,0.56,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8339934425996878
