foodcode,description
27260050,"Meatballs, with breading, NS as to type of meat, with gravy"
41601080,"Pinto bean soup, home recipe, canned or ready-to-serve"
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal"
58146713,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat"
58404500,Matzo ball soup
83103000,Coleslaw dressing
27640050,"Chicken and rice dinner, baby food, strained"
58106634,"Pizza, with meat other than pepperoni, from school lunch, medium crust"
57103100,Cereal (General Mills Cheerios Apple Cinnamon)
27510261,"Cheeseburger, from fast food, 1 large patty"
11480020,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS"
63137110,"Pear, canned, NFS"
31111010,"Egg, yolk only, cooked, no added fat"
27510196,"Cheeseburger, on wheat bun, 1 small patty"
58161532,"Rice, brown, with other vegetables, no added fat"
27550510,Sardine sandwich
27510576,"Hamburger, on wheat bun, 1 small patty"
58134613,"Tortellini, meat-filled, with tomato sauce, canned"
57316380,Cereal (General Mills Cheerios Oat Cluster Crunch)
53387000,"Pie, Toll house chocolate chip"
11710963,"Infant formula, ready-to-feed (Store Brand)"
41811950,"Swiss steak, with gravy, meatless"
24705010,"Chicken stick, baby food"
67211000,"Orange-apple-banana juice, baby food"
56208520,"Oat bran cereal, cooked, NS as to fat"
56205092,"Rice, cream of, cooked, NS as to fat"
27540185,"Chicken fillet sandwich, fried, on wheat bun"
58165420,"Rice, brown, with vegetables, cheese and/or cream based sauce, fat added"
64213010,Passion fruit nectar
64121000,"Passion fruit juice, 100%"
11710628,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)"
11710627,"Infant formula, powder, made with tap water (Enfamil Newborn)"
77250110,"Stuffed tannier fritters, Puerto Rican style"
11710621,"Infant formula, ready-to-feed (Enfamil Newborn)"
27510605,"Hamburger, from fast food, 1 large patty"
71103320,"Potato, canned, no added fat"
72126001,"Taro leaves, cooked"
27420040,Frankfurters or hot dogs and sauerkraut
11710688,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions)"
92191400,"Coffee, instant, pre-sweetened with sugar, not reconstituted"
58160660,"Rice, white, with carrots and dark green vegetables, fat added"
54201010,"Crackers, matzo, reduced sodium"
91718110,Butterfinger Crisp
91703050,"Caramel with nuts and cereal, chocolate covered"
58146601,"Pasta, whole grain, with tomato-based sauce, restaurant"
67109030,"Pears, baby food, toddler"
26127121,"Perch, baked or broiled, made with butter"
57305500,Cereal (Malt-O-Meal Honey Nut Toasty O's)
58109040,"Pizza, with meat, whole wheat thick crust"
58109060,"Pizza, cheese and vegetables, whole wheat thick crust"
67203800,"Grape juice, baby food"
22210400,"Pork, tenderloin, baked"
27445250,Almond chicken
56200300,"Cereal, cooked, NFS"
28110150,"Beef with vegetable, diet frozen meal"
73403020,"Sweet potato, baked, peel not eaten, fat added, NS as to fat type"
58164110,Rice with raisins
57820000,"Cereal, baby food, jarred, NFS"
24107080,"Chicken, NS as to part, baked, coated, skin / coating eaten"
26153170,"Tuna, fresh, dried"
92511250,"Fruit juice beverage, 40-50% juice, citrus"
26137142,"Salmon, coated, fried, made with margarine"
41101090,"White beans, NFS"
58301110,"Vegetable lasagna, frozen meal"
67108030,"Peaches, baby food, toddler"
27641000,"Chicken stew, baby food, toddler"
75141035,"Cabbage salad or coleslaw, made with light creamy dressing"
67413700,"Peach yogurt dessert, baby food, strained"
95101010,"Nutritional drink or shake, ready-to-drink (Boost Plus)"
82108700,Walnut oil
27411150,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce"
53710502,Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)
57117500,Cereal (Quaker Christmas Crunch)
74604100,"Tomato beef rice soup, prepared with water"
58104190,"Nachos with chicken, cheese, and sour cream"
93301010,Alexander
11710690,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease)"
27520310,Ham sandwich with lettuce and spread
33401200,"Egg substitute, omelet, scrambled, or fried, with vegetables"
11512110,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream"
77205110,"Ripe plantain fritters, Puerto Rican style"
26115121,"Flounder, baked or broiled, made with butter"
26123121,"Mullet, baked or broiled, no added fat"
26157123,"Whiting, baked or broiled, no added fat"
26319161,"Shrimp, coated, baked or broiled, made with butter"
58160430,"Rice, white, with peas, NS as to fat"
53116270,"Cake, pound, chocolate"
27313110,Beef chow mein or chop suey with noodles
27520520,Pork sandwich
75148010,"Cobb salad, no dressing"
24401020,"Cornish game hen, roasted, skin not eaten"
92410315,"Soft drink, cola, reduced sugar"
91736000,"Pineapple candy, Puerto Rican style"
61210720,"Orange juice, 100%, frozen, not reconstituted"
92121020,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted"
75224044,"Green peas, fresh, cooked with butter or margarine"
51404550,"Muffin, English, pumpernickel"
26141110,"Sea bass, cooked, NS as to cooking method"
72133201,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked"
55105000,"Pancakes, buckwheat"
53420000,"Cream puff, eclair, custard or cream filled, NS as to icing"
51119040,"Bread, egg, Challah, toasted"
51184100,"Breadsticks, hard, reduced sodium"
20000200,"Ground meat, NFS"
41602010,"Pea and ham soup, chunky style, canned or ready-to-serve"
26213170,"Squid, dried"
31202000,"Goose egg, cooked"
58402030,"Beef rice soup, home recipe, canned or ready-to-serve"
63403000,"Fruit salad, excluding citrus fruits, with pudding"
58101625,Soft taco with chicken and beans
75605010,"Leek soup, cream of, prepared with milk"
92308040,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener"
92102010,"Frozen mocha coffee drink, nonfat"
24403100,"Quail, cooked"
71950010,"Tannier, cooked"
32301100,"Garlic egg soup, Puerto Rican style"
53348070,"Pie, strawberry cream, individual size or tart"
58146641,"Pasta, whole grain, with tomato-based sauce and poultry, restaurant"
21602000,"Beef, dried, chipped, uncooked"
11710478,"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure)"
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style"
27260510,Liver dumpling
26109123,"Cod, baked or broiled, no added fat"
25220650,Turkey or chicken and beef sausage
26109141,"Cod, coated, fried, made with butter"
57139000,Cereal (General Mills Count Chocula)
92308530,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar"
91108020,"Sugar substitute, monk fruit, powder"
11710660,"Infant formula, NS as to form (Enfamil A.R.)"
32130370,"Egg omelet or scrambled egg, with cheese and meat, no added fat"
75652030,"Vegetable beef soup, canned, prepared with milk"
58164570,"Rice, white, with soy-based sauce, no added fat"
27146400,Chicken kiev
54408035,"Pretzels, hard, flavored"
83204050,"Mayonnaise-type salad dressing, light"
27500100,"Meat sandwich, NFS"
53520510,Beignet
58160000,Biryani with vegetables
24203120,"Turkey, wing, smoked, skin eaten"
27445180,Moo Goo Gai Pan
27510658,"Double hamburger, on white bun, 2 large patties"
53307070,"Pie, peach, individual size or tart"
53305070,"Pie, cherry, individual size or tart"
75224033,"Green peas, canned, cooked, fat added, NS as to fat type"
73111211,"Peas and carrots, fresh, cooked, no added fat"
32105210,Chicken egg foo yung
51404020,"Bread, pumpernickel, toasted"
58128210,Dressing with oysters
56203150,"Oatmeal, instant, fruit flavored, NS as to fat"
58165030,"Rice, white, with vegetables and gravy, NS as to fat"
51801020,"Bread, barley, toasted"
51801010,"Bread, barley"
41812400,Vegetarian pot pie
53205250,"Cookie, butterscotch, brownie"
75330050,"Broccoli and cauliflower, cooked, no added fat"
27550410,"Fish sandwich, fried, on wheat bun"
27510573,Hamburger slider
75231011,"Snowpea, fresh, cooked, no added fat"
75220101,"Luffa, cooked"
11111170,"Milk, calcium fortified, fat free (skim)"
22201050,"Pork steak or cutlet, battered, fried, NS as to fat eaten"
58147340,"Macaroni or noodles, creamed, with cheese and tuna"
26117121,"Haddock, baked or broiled, no added fat"
58164820,"Rice, brown, with cheese and/or cream based sauce, fat added"
75607100,"Mushroom soup, cream of, canned, reduced sodium, prepared with milk"
92101918,"Coffee, Latte, decaffeinated, nonfat, flavored"
58161474,"Rice, brown, with dark green vegetables, fat added"
52303010,"Muffin, whole wheat"
27510405,"Double cheeseburger, from fast food, 2 large patties"
75121500,"Pepper, Serrano, raw"
22101410,"Pork chop, battered, fried, lean and fat eaten"
54406200,Shrimp chips
58160104,"Black beans and rice, from fast food / restaurant"
23205030,"Veal cutlet or steak, fried, lean only eaten"
58306020,"Beef enchilada, chili gravy, rice, refried beans, frozen meal"
27243500,Chicken or turkey and rice with tomato-based sauce
21410110,"Beef, stew meat, cooked, lean and fat eaten"
53451000,"Turnover or dumpling, peach"
75233031,"Summer squash, yellow or green, frozen, cooked with butter or margarine"
91723020,"Marshmallow, candy-coated"
82105500,Canola oil
93301135,Rob Roy
27135050,Veal Marsala
53234250,"Cookie, peanut butter with rice cereal, no bake"
54304110,"Crackers, cheese, reduced sodium"
53109220,"Snack cake, not chocolate, with icing or filling, reduced fat and calories"
27311625,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27347230,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27550300,"Fish sandwich, NFS"
67203500,"Apple-grape juice, baby food"
11710676,"Infant formula, powder, made with baby water (Enfamil EnfaCare)"
57805080,"Rice cereal with apples, baby food, dry, instant"
67100300,"Apples, baby food, toddler"
92130005,"Coffee, pre-lightened and pre-sweetened with low calorie sweetener"
27250300,Mackerel cake or patty
72107234,"Collards, canned, cooked with butter or margarine"
91703080,"Caramel, all flavors, sugar free"
58126290,"Turnover, meat- and cheese-filled, lower in fat"
63133100,"Papaya, canned"
24201360,"Turkey, light or dark meat, fried, coated, skin not eaten"
27446362,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing"
11710671,"Infant formula, ready-to-feed (Enfamil Gentlease)"
58404510,"Chicken or turkey soup with dumplings and potatoes, home recipe, canned, or ready-to-serve"
55100040,"Pancakes, gluten free, from frozen"
53211000,"Cookie bar, with chocolate, nuts, and graham crackers"
27550120,Salmon cake sandwich
26107144,"Catfish, coated, fried, made with cooking spray"
55300055,"French toast, whole grain, from fast food / restaurant"
27510155,"Cheeseburger, NFS"
26151133,"Trout, coated, baked or broiled, no added fat"
41102170,Black beans with meat
28321130,"Bacon soup, cream of, prepared with water"
27220170,Sausage and rice with cheese sauce
27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
58117510,"Hayacas, Puerto Rican style"
26319124,"Shrimp, baked or broiled, made with cooking spray"
24130220,"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten"
27213400,Beef and rice with mushroom sauce
51102010,"Bread, white with whole wheat swirl"
58161460,"Rice, brown, with tomatoes and/or tomato based sauce, NS as to fat"
91702010,Butterscotch morsels
58310210,"Sausage and french toast, frozen meal"
55301030,"French toast sticks, NFS"
58164560,"Rice, white, with soy-based sauce, NS as to fat"
26121121,"Mackerel, baked or broiled, no added fat"
62120000,"Persimmon, dried"
74302000,Tomato juice cocktail
53122070,"Cake, shortcake, biscuit type, with whipped cream and fruit"
27113000,Beef with cream or white sauce
75500110,"Green beans, pickled"
27550405,"Fish sandwich, fried, on white bun, with cheese"
74501010,Tomato aspic
57231200,"Cereal (Post Great Grains Raisins, Dates, and Pecans)"
73101110,"Carrots, raw, salad"
23220010,"Veal, ground or patty, cooked"
71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type"
11720318,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)"
53207050,"Cookie, chocolate, with chocolate filling or coating, fat free"
51121110,"Bread, onion"
11112120,"Milk, acidophilus, low fat (1%)"
27564122,"Frankfurter or hot dog sandwich, beef and pork, plain, on whole wheat bun"
82101300,Almond oil
75146000,"Greek Salad, no dressing"
71305060,"Potato, scalloped, from dry mix, with meat"
57305160,Cereal (Malt-O-Meal Blueberry Muffin Tops)
76605000,"Vegetable and chicken, baby food, NS as to strained or junior"
76611000,"Vegetable and turkey, baby food, NS as to strained or junior"
11710699,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease)"
53310000,"Pie, raspberry, one crust"
58160600,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, fat added"
26303100,"Clams, raw"
25220210,Blood sausage
51301130,"Bread, wheat or cracked wheat, with raisins, toasted"
91306025,"Caramel dip, light"
95201700,Nutritional powder mix (Kellogg's Special K20 Protein Water)
51808050,"Breadsticks, hard, gluten free"
75214030,"Cauliflower, frozen, cooked with oil"
75202032,"Asparagus, frozen, cooked with butter or margarine"
33401300,"Egg substitute, omelet, scrambled, or fried, with cheese and meat"
58165460,"Rice, brown, with vegetables, soy-based sauce, NS as to fat"
58151400,"Sushi, topped with crab"
58146683,"Pasta, whole grain, with cream sauce, ready-to-heat"
58201035,"Jelly sandwich, reduced sugar jelly, on white bread"
42203200,Soy nut butter
32131040,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat"
58161424,"Rice, brown, with corn, fat added"
11720411,"Infant formula, ready-to-feed (Similac Isomil Soy)"
58109150,"Pizza, cheese and vegetables, gluten-free thick crust"
26141130,"Sea bass, coated, baked or broiled, fat added"
71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat"
58120120,"Crepe, filled with meat, poultry, or seafood, no sauce"
53344070,"Pie, custard, individual size or tart"
42202200,"Peanut butter, vitamin and mineral fortified"
26113110,"Eel, cooked, NS as to cooking method"
57408100,Cereal (Uncle Sam)
26157132,"Whiting, coated, baked or broiled, made with margarine"
72128237,"Turnip greens, canned, reduced sodium, cooked, no added fat"
11710369,"Infant formula, powder, made with baby water (Similac Advance Organic)"
54408400,"Pretzels, soft, NFS"
11720430,"Infant formula, NS as to form (Similac Expert Care for Diarrhea)"
14640042,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with mayonnaise"
57306700,Cereal (Malt-O-Meal Toasted Oat Cereal)
27560120,"Bologna and cheese sandwich, with spread"
27150250,Fish moochim
56203075,"Oatmeal, regular or quick, made with non-dairy milk, NS as to fat"
71402520,"Potato, french fries, with chili"
11710806,"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)"
